timestamp_ist,underlying,expiry,strike,side,ltp,bid_price,ask_price,volume,oi,prev_oi,delta,iv,theta,vega,gamma,rho,oi_change,oi_change_perc,oi_trigger,oi_trap,delta_change,delta_change_perc,delta_velocity,delta_momentum
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,15000.00,P,4.0,3.2,4.9,0,16000,15700,,,,,,,300,1.910828025477707,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,15000.00,P,4.0,3.2,4.9,0,16000,15700,,,,,,,300,1.910828025477707,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-30,15000.00,P,4.0,3.2,4.9,0,16000,15700,,,,,,,300,1.910828025477707,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-30,15000.00,P,4.0,3.2,4.9,0,16000,15700,,,,,,,300,1.910828025477707,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-30,15000.00,P,4.0,3.25,4.9,0,16000,15700,,,,,,,300,1.910828025477707,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-30,15000.00,P,4.0,3.25,4.9,0,16000,15700,,,,,,,300,1.910828025477707,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-30,15000.00,P,4.0,3.25,4.9,0,16000,15700,,,,,,,300,1.910828025477707,NORMAL,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-30,15000.00,P,4.0,3.25,4.9,0,16000,15700,,,,,,,300,1.910828025477707,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2026-06-30,15000.00,P,18.0,1.1,37.0,0,1275,1275,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2026-06-30,15000.00,P,18.0,1.1,37.0,0,1275,1275,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2026-06-30,15000.00,P,18.0,1.1,37.0,0,1275,1275,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2026-06-30,15000.00,P,18.0,1.1,37.0,0,1275,1275,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2026-06-30,15000.00,P,18.0,1.1,37.0,0,1275,1275,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2026-06-30,15000.00,P,18.0,1.1,37.0,0,1275,1275,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2026-06-30,15000.00,P,18.0,1.1,37.0,0,1275,1275,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2026-12-29,15000.00,P,20.05,20.05,0.0,0,1475,1475,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2026-12-29,15000.00,P,20.05,20.05,0.0,0,1475,1475,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2026-12-29,15000.00,P,20.05,20.05,0.0,0,1475,1475,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2026-12-29,15000.00,P,20.05,20.05,0.0,0,1475,1475,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2026-12-29,15000.00,P,20.05,20.05,0.0,0,1475,1475,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2026-12-29,15000.00,P,20.05,20.05,0.0,0,1475,1475,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2026-12-29,15000.00,P,20.05,20.05,0.0,0,1475,1475,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2027-12-28,15000.00,P,39.0,21.15,0.0,0,625,625,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2027-12-28,15000.00,P,39.0,21.15,0.0,0,625,625,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2027-12-28,15000.00,P,39.0,21.15,0.0,0,625,625,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2027-12-28,15000.00,P,39.0,21.15,0.0,0,625,625,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2027-12-28,15000.00,P,39.0,21.15,0.0,0,625,625,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2027-12-28,15000.00,P,39.0,21.15,0.0,0,625,625,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2027-12-28,15000.00,P,39.0,21.15,0.0,0,625,625,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,16000.00,C,9000.0,9633.0,10142.7,0,350,350,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,16000.00,C,9000.0,9774.9,10078.1,0,350,350,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-30,16000.00,C,9000.0,9775.05,10078.1,0,350,350,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-30,16000.00,C,9000.0,9775.05,10078.1,0,350,350,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-30,16000.00,C,9000.0,9775.05,10073.5,0,350,350,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-30,16000.00,C,9000.0,9774.95,10073.5,0,350,350,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-30,16000.00,C,9000.0,9774.95,10073.5,0,350,350,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-30,16000.00,C,9000.0,9774.95,10073.5,0,350,350,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,16000.00,P,4.0,3.1,4.9,0,17000,16400,,,,,,,600,3.6585365853658534,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,16000.00,P,4.0,3.1,4.9,0,17000,16400,,,,,,,600,3.6585365853658534,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-30,16000.00,P,4.0,3.1,4.9,0,17000,16400,,,,,,,600,3.6585365853658534,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-30,16000.00,P,4.0,3.1,4.9,0,17000,16400,,,,,,,600,3.6585365853658534,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-30,16000.00,P,4.0,3.1,4.9,0,17000,16400,,,,,,,600,3.6585365853658534,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-30,16000.00,P,4.0,3.1,4.9,0,17000,16400,,,,,,,600,3.6585365853658534,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-30,16000.00,P,4.0,3.1,4.9,0,17000,16400,,,,,,,600,3.6585365853658534,NORMAL,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-30,16000.00,P,4.0,3.1,4.9,0,17000,16400,,,,,,,600,3.6585365853658534,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2026-06-30,16000.00,P,19.9,1.1,39.9,0,2275,2425,,,,,,,-150,-6.185567010309279,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2026-06-30,16000.00,P,19.9,1.1,39.9,0,2275,2425,,,,,,,-150,-6.185567010309279,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2026-06-30,16000.00,P,19.9,1.1,39.9,0,2275,2425,,,,,,,-150,-6.185567010309279,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2026-06-30,16000.00,P,19.9,1.1,39.9,0,2275,2425,,,,,,,-150,-6.185567010309279,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2026-06-30,16000.00,P,19.9,1.1,39.9,0,2275,2425,,,,,,,-150,-6.185567010309279,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2026-06-30,16000.00,P,19.9,1.1,39.9,0,2275,2425,,,,,,,-150,-6.185567010309279,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2026-06-30,16000.00,P,19.9,1.1,39.9,0,2275,2425,,,,,,,-150,-6.185567010309279,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2026-12-29,16000.00,P,23.3,20.25,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2026-12-29,16000.00,P,23.3,20.25,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2026-12-29,16000.00,P,23.3,20.25,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2026-12-29,16000.00,P,23.3,20.25,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2026-12-29,16000.00,P,23.3,20.25,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2026-12-29,16000.00,P,23.3,20.25,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2026-12-29,16000.00,P,23.3,20.25,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,16500.00,P,3.5,0.55,8.9,0,3225,3225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,16500.00,P,3.5,0.55,8.9,0,3225,3225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-30,16500.00,P,3.5,0.55,8.9,0,3225,3225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-30,16500.00,P,3.5,0.55,8.9,0,3225,3225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-30,16500.00,P,3.5,0.55,8.9,0,3225,3225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-30,16500.00,P,3.5,0.55,8.9,0,3225,3225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-30,16500.00,P,3.5,0.55,8.9,0,3225,3225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-30,16500.00,P,3.5,0.55,8.9,0,3225,3225,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,17000.00,C,8938.0,8847.2,9049.25,0,109575,109575,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,17000.00,C,8938.0,8847.2,9049.25,0,109575,109575,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-30,17000.00,C,8938.0,8848.15,9049.25,0,109575,109575,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-30,17000.00,C,8938.0,8821.75,9048.65,0,109575,109575,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-30,17000.00,C,8938.0,8812.6,9043.95,0,109575,109575,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-30,17000.00,C,8938.0,8854.45,9034.65,0,109575,109575,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-30,17000.00,C,8938.0,8821.75,9082.85,0,109575,109575,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-30,17000.00,C,8938.0,8861.75,9072.45,0,109575,109575,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,17000.00,P,4.6,4.6,5.0,750,78125,78125,-0.00346,0.40646,2.12426,0.01053,0.0,-0.14746,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,17000.00,P,4.6,4.6,5.0,750,78125,78125,-0.00346,0.40646,2.12426,0.01053,0.0,-0.14746,0,0.0,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2025-12-30,17000.00,P,5.0,4.6,5.0,900,78125,78125,-0.0037,0.41027,2.09448,0.01119,0.0,-0.15791,0,0.0,NORMAL,No Trap,-0.00023999996,6.936419,-0.00023999996483325958,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2025-12-30,17000.00,P,5.0,4.6,4.95,900,78125,78125,-0.0037,0.41027,2.09448,0.01119,0.0,-0.15791,0,0.0,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2025-12-30,17000.00,P,5.0,4.6,4.95,900,78125,78125,-0.0037,0.41027,2.09448,0.01119,0.0,-0.15791,0,0.0,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2025-12-30,17000.00,P,5.0,4.6,4.95,900,78125,78125,-0.0037,0.41027,2.09448,0.01119,0.0,-0.15791,0,0.0,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2025-12-30,17000.00,P,5.0,4.6,4.95,900,78125,78125,-0.0037,0.41027,2.09448,0.01119,0.0,-0.15791,0,0.0,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:37:00+05:30,NIFTY,2025-12-30,17000.00,P,5.0,4.6,4.95,900,78125,78125,-0.0037,0.41027,2.09448,0.01119,0.0,-0.15791,0,0.0,NORMAL,No Trap,0.0,0.0,0.0,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2026-12-29,17000.00,P,97.05,21.1,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2026-12-29,17000.00,P,97.05,21.1,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2026-12-29,17000.00,P,97.05,21.1,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2026-12-29,17000.00,P,97.05,21.1,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2026-12-29,17000.00,P,97.05,21.1,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2026-12-29,17000.00,P,97.05,21.1,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2026-12-29,17000.00,P,97.05,21.1,0.0,0,0,0,,,,,,,0,,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2027-12-28,17000.00,P,50.05,28.5,0.0,0,14200,14200,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2027-12-28,17000.00,P,50.05,28.5,0.0,0,14200,14200,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:32:00+05:30,NIFTY,2027-12-28,17000.00,P,50.05,28.5,0.0,0,14200,14200,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:33:00+05:30,NIFTY,2027-12-28,17000.00,P,50.05,28.5,0.0,0,14200,14200,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:34:00+05:30,NIFTY,2027-12-28,17000.00,P,50.05,28.5,0.0,0,14200,14200,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:35:00+05:30,NIFTY,2027-12-28,17000.00,P,50.05,28.5,0.0,0,14200,14200,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:36:00+05:30,NIFTY,2027-12-28,17000.00,P,50.05,28.5,0.0,0,14200,14200,,,,,,,0,0.0,NORMAL,No Trap,,,,STABLE
2025-11-03 10:30:00+05:30,NIFTY,2025-12-30,18000.00,C,8072.95,7868.45,8080.95,0,63325,63400,,,,,,,-75,-0.11829652996845426,NORMAL,No Trap,,,,STABLE
2025-11-03 10:31:00+05:30,NIFTY,2025-12-30,18000.00,C,8072.95,7869.15,8080.95,0,63325,63400,,,,,,,-75,-0.11829652996845426,NORMAL,No Trap,,,,STABLE
